EVENT	HeLa_FRT	HeLa_FRT_A	HeLa_FRT_B	HeLa_FRT_C	HeLa_NLSTAF2dIDR	HeLa_NLSTAF2dIDR_A	HeLa_NLSTAF2dIDR_B	HeLa_NLSTAF2dIDR_C	HeLa_TAF2	HeLa_TAF2_A	HeLa_TAF2_B	HeLa_TAF2_C
APBB1=HsaINT0010331	8.11	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA
OSBPL5=HsaINT0118668	NA	20	NA	21.05	NA	NA	30.16	NA	NA	NA	NA	NA
OSBPL5=HsaINT0118654	1.96	NA	NA	0	4	NA	NA	NA	16.67	NA	NA	NA
OSBPL5=HsaINT0118655	19.08	NA	15.87	NA	7.28	12.39	0	7.28	12.55	14.63	NA	NA
OSBPL5=HsaINT0118657	16.42	16.97	18	14.5	19.93	10.2	28.87	23.99	26.22	NA	26.54	NA
SLC37A4=HsaINT0152782	NA	13.86	19.75	37.5	19.11	NA	9.81	22.92	NA	NA	NA	NA
CELF1=HsaINT1007179	53.9	55.37	51.41	55.81	56.28	54.19	48.58	67.99	50.58	54.69	45.74	51.33
SIK3=HsaINT0150071	43.94	NA	NA	NA	31.16	NA	NA	NA	15.19	NA	NA	NA
VPS11=HsaINT0180370	26.62	21.95	42.86	17.86	21.27	29.27	14.61	20	17.28	15.79	19.51	15.38
CNIH2=HsaINT0037075	8.11	NA	NA	NA	15.38	NA	NA	NA	NA	NA	NA	NA
BSCL2=HsaINT0018839	51.01	NA	NA	NA	56.19	NA	NA	NA	46.21	NA	34.35	NA
RP11-660L16.2=HsaINT1037179	58.82	NA	NA	NA	76.74	NA	NA	NA	49.15	NA	NA	NA
ZNF202=HsaINT0186416	NA	NA	NA	NA	37.5	NA	NA	NA	45.45	NA	NA	NA
PDDC1=HsaINT0121843	52.38	46.67	64.42	45.88	53.54	58.44	52.66	47.02	55.02	59.52	46.37	60.26
PDDC1=HsaINT1026407	75	66.9	83.02	72.41	79.31	85.38	74.89	76.53	76.97	78.38	72.05	81.42
RP11-110I1.12=HsaINT1030337	30	NA	NA	NA	39.53	NA	NA	NA	NA	NA	NA	NA
RP11-21L23.3=HsaINT1031916	47.37	NA	NA	NA	41.18	NA	NA	NA	31.91	NA	NA	NA
HINFP=HsaINT0076149	23.53	20	33.33	17.95	22.5	21.13	17.65	27.27	32.11	33.33	32	NA
USP35=HsaINT0179017	28.81	29.03	NA	NA	14.75	13.04	8.57	NA	13.79	NA	16.13	NA
TMEM218=HsaINT0168981	40.43	36.84	NA	NA	34.43	29.82	NA	29.03	42.86	NA	47.37	NA
PAX6=HsaINT1026218	71.43	67.74	NA	89.47	75	87.5	NA	78.95	87.01	90.91	77.78	NA
NR1H3=HsaINT1025271	28.66	16.67	34.78	33.33	20.38	25.3	19.4	14.75	26.67	17.39	27.59	34.78
RP11-800A3.7=HsaINT1038302	54.84	NA	NA	NA	65.52	NA	NA	NA	86.21	NA	NA	NA
PGGHG=HsaINT0014133	95.18	84	100	100	95.16	95.6	89.04	100	97.71	91.49	100	100
PGGHG=HsaINT0014140	NA	71.8	57.39	53.98	NA	39.45	42.57	58.54	NA	48.68	68.16	NA
PGGHG=HsaINT0014143	18.07	31.04	10.4	12.77	NA	NA	15.94	NA	16.62	17.8	18.01	13.29
PGGHG=HsaINT0014137	22.28	27.13	22.44	18.48	23.34	29.09	23.06	16.43	29.13	35.92	40.48	17.41
RP11-802E16.3=HsaINT1038304	63.83	66.67	67.74	NA	65.05	60.78	85.19	NA	69.52	NA	61.54	85.71
TRIM66=HsaINT0172509	0	NA	NA	NA	9.09	NA	NA	NA	NA	NA	NA	NA
PDE2A=HsaINT0121968	87.82	NA	NA	NA	57.72	NA	NA	NA	84.88	NA	NA	NA
FKBP2=HsaINT0064336	20	22.45	21.05	16.67	19.38	25	16.67	15.15	26.55	9.8	26.32	44
RP11-849H4.2=HsaINT0093078	20	NA	NA	NA	5.45	NA	4	NA	3.03	NA	NA	NA
RP11-58K22.4=HsaINT1036669	100	NA	NA	NA	88.89	NA	NA	NA	NA	NA	NA	NA
MAP4K2=HsaINT1022525	20.9	20.83	18.18	23.81	14.52	20.83	15.38	5.41	26.67	20.59	26.32	34.55
MAP4K2=HsaINT0099354	12.08	7.69	17.1	11.22	8.67	6.88	17.19	3.67	12.28	9.94	21.64	7.7
MAP4K2=HsaINT0099343	18.97	13.68	19.21	24.46	18.34	22.33	15.76	15.05	25.79	19.39	26.94	33.65
SYT7=HsaINT0163052	10.2	NA	NA	15.38	20.06	NA	NA	NA	8.65	NA	NA	NA
PPP2R5B=HsaINT0130893	15.94	NA	15.38	7.14	5.56	15.15	0	2.44	4.11	7.69	0	3.7
DNAJC4=HsaINT0050456	57.73	78.02	46.58	60.3	45.88	56.01	39.91	39.25	42.1	43.6	47.07	37.07
CCDC88B=HsaINT0030087	25.37	NA	NA	NA	NA	NA	NA	NA	60.85	NA	NA	NA
CCDC88B=HsaINT0030090	16.71	NA	NA	NA	8.11	NA	NA	NA	21.73	NA	NA	NA
CCDC88B=HsaINT0030097	45.87	48.43	36.03	55.97	48.5	47.79	42.89	56.04	37.38	35.25	41.35	36.07
LRRC56=HsaINT0096999	83.33	NA	NA	NA	75	NA	NA	NA	62.5	NA	NA	NA
TMEM134=HsaINT0168458	28.21	25.71	33.33	23.53	32.67	20	51.52	NA	33.33	NA	NA	29.73
ZNF195=HsaINT0186396	NA	11.63	18.92	NA	NA	NA	8.89	6.67	NA	15.25	NA	18.52
ACCS=HsaINT1002586	6.25	NA	NA	NA	16.28	16.67	NA	NA	0	0	NA	NA
ACCS=HsaINT0002412	67.57	NA	NA	NA	67.44	NA	NA	NA	54.29	NA	NA	NA
ACCS=HsaINT0002413	88	NA	90.48	NA	72.73	75	NA	NA	84.62	NA	88.89	NA
ACCS=HsaINT0002414	86.1	89.2	NA	100	70.31	NA	NA	67.37	67.69	NA	73.54	NA
ACCS=HsaINT0002415	64.71	NA	NA	NA	50	NA	NA	NA	60	NA	NA	NA
ACCS=HsaINT0002403	NA	NA	NA	NA	43.59	NA	NA	NA	23.08	NA	13.04	NA
ACCS=HsaINT0002404	13.33	NA	17.24	NA	6.9	4.76	NA	NA	24.44	NA	NA	NA
ACCS=HsaINT0002405	14.29	NA	14.29	NA	11.11	12	0	23.08	6.38	NA	NA	9.09
ACCS=HsaINT0002406	20.61	NA	NA	NA	29.7	NA	NA	NA	16.86	NA	NA	NA
ACCS=HsaINT0002407	37.5	NA	NA	33.33	33.33	42.22	14.29	NA	36.47	NA	35.29	NA
MYRF=HsaINT0019970	0	NA	NA	0	NA	NA	NA	NA	9.68	NA	NA	NA
RP11-867G23.10=HsaINT1038627	62.65	NA	80.95	NA	48.77	NA	NA	NA	43.95	NA	NA	NA
RP11-867G23.10=HsaINT1038629	NA	NA	NA	NA	25.93	NA	13.04	NA	23.53	NA	NA	NA
TM7SF2=HsaINT0167825	31.58	NA	NA	NA	5.45	4.76	4	NA	NA	NA	NA	NA
TM7SF2=HsaINT0167828	20	NA	NA	NA	3.85	NA	NA	NA	0	NA	NA	NA
CATSPER1=HsaINT0028230	8.33	NA	NA	NA	24.14	NA	NA	NA	10.34	NA	NA	NA
RAD9A=HsaINT0136744	14.84	22.45	5.88	16.36	12.3	9.86	11.86	15.79	23.64	17.46	24.44	29.82
RAD9A=HsaINT0136745	8.24	4.55	16.36	4.23	14.94	NA	16.67	20	NA	9.09	NA	11.11
TMEM9B-AS1=HsaINT1044618	19.05	8.57	NA	NA	22.77	25.58	21.05	NA	36.26	NA	NA	26.83
TMEM9B-AS1=HsaINT1044619	NA	NA	NA	NA	NA	33.33	12.5	NA	NA	NA	NA	NA
LTBP3=HsaINT0097595	6.67	10.98	5.93	5.15	7.38	7.69	5.68	8.74	12.21	7.18	26.01	7.45
ATM=HsaINT0014241	0	NA	NA	NA	10.39	NA	NA	11.72	NA	NA	NA	NA
RP1-102E24.8=HsaINT1029586	40.43	NA	NA	NA	47.17	NA	NA	NA	35.59	NA	NA	NA
RP11-76C10.5=HsaINT1038052	90.65	92.59	89.74	90.24	86.67	92.31	82.98	83.33	80.2	100	69.23	76.47
STAT2=HsaINT0160469	11.06	8.18	13.21	11.26	12.66	10.18	4.23	22.38	17.13	27.09	13.72	11.69
STAT2=HsaINT0160454	37.22	NA	NA	NA	28.23	NA	NA	NA	38.72	NA	NA	NA
STAT2=HsaINT0160456	15.79	10.34	13.04	NA	13.76	13.64	18.18	4.76	16.85	10.34	11.11	27.27
STAT2=HsaINT0160457	29.1	16.28	32.74	37.52	32.23	20.94	49.83	32.51	42.7	NA	37.2	46.05
STAT2=HsaINT0160458	18.22	23.26	19.41	13.81	24.48	32.83	20.51	15.04	23.96	NA	34.77	11.24
STAT2=HsaINT0160459	23.45	NA	23.51	23.81	37.36	25.22	56.16	NA	28.85	35.14	27.42	24.61
CLSTN3=HsaINT0036697	8.14	13.15	NA	7.69	2.94	0	7.14	NA	10.26	3.7	8.33	18.52
P3H3=HsaINT0091402	51.45	NA	69.69	NA	38.11	29.48	35.78	NA	55.03	NA	NA	NA
LRP1=HsaINT0096197	0	NA	NA	0	10.2	NA	NA	NA	7.04	NA	NA	NA
LINC01089=HsaINT0094040	57.94	44.12	59.52	70.97	58.94	60.34	61.82	52.63	48.44	53.62	55.26	40.54
LINC01089=HsaINT0094041	31.51	NA	34.09	28.95	25.18	30.91	17.07	25.58	25.2	28.57	28.89	19.15
LINC01089=HsaINT0094042	25.74	28.28	26.1	23.41	22.29	28.28	16.27	18.94	25	24.21	15.18	37.42
LINC01089=HsaINT1019381	NA	NA	23.87	NA	NA	NA	NA	22.86	NA	31.91	27.03	40.18
ARHGEF25=HsaINT0012014	11.76	NA	6.67	NA	20.45	22.58	14.29	24.14	22.58	NA	NA	NA
FAR2=HsaINT0061982	0	NA	NA	NA	0	NA	NA	NA	13.33	NA	NA	NA
ACADS=HsaINT0002175	17.94	NA	30.12	10.26	9.09	16.29	5.99	3.76	15.43	10.37	21.48	15.83
ABCB9=HsaINT0001076	18.6	NA	17.95	9.09	8.91	9.09	10.34	NA	14.29	NA	24.14	11.11
HECTD4=HsaINT0020215	23.6	10.42	33.38	23.62	28.12	31.76	29.59	20.28	29.47	18.36	36.91	34.97
MARCH9=HsaINT0099929	25.76	NA	30.23	12.9	20.33	23.33	18.52	16.67	29.29	NA	21.05	35.29
PRPF40B=HsaINT0132665	9.22	15.97	7.79	5.41	12.78	18.73	14.23	0	9.47	6.58	11.62	9.82
PRPF40B=HsaINT0132645	14.13	4.74	23.73	11.21	5.64	0	9.06	NA	8.44	7.45	9.04	8.8
PRPF40B=HsaINT0132651	NA	NA	NA	NA	28.84	NA	26.38	NA	38.05	NA	NA	NA
PRPF40B=HsaINT0132652	2.63	NA	NA	NA	22.96	NA	NA	NA	25.53	NA	NA	NA
COQ10A=HsaINT0040169	26.83	30	32.08	21.13	19.01	26.53	9.09	16.85	19.75	16.67	17.86	24.14
COQ10A=HsaINT0040170	12.62	13.51	9.09	14.29	13.79	23.36	9.4	6.06	20	26.32	17.14	16.22
RHEBL1=HsaINT0140454	NA	NA	NA	NA	5.66	11.11	0	NA	12	NA	NA	NA
RHEBL1=HsaINT0140455	18.52	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA
RHEBL1=HsaINT0140460	NA	NA	NA	NA	12	NA	NA	NA	3.03	NA	NA	NA
SLCO1C1=HsaINT0154349	8.57	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
SLCO1C1=HsaINT1042311	20	NA	NA	NA	13.04	NA	NA	NA	9.52	NA	NA	NA
SLCO1C1=HsaINT0154343	25.77	NA	NA	NA	38.15	NA	NA	NA	29.5	NA	NA	NA
COPS7A=HsaINT1008216	NA	24.26	NA	13.37	NA	NA	NA	NA	NA	NA	19.42	NA
HOXC8=HsaINT0077309	73.33	NA	NA	NA	60	NA	NA	NA	65.71	NA	NA	NA
HOTAIR=HsaINT1015827	33.33	NA	NA	NA	22.73	NA	NA	NA	13.33	NA	NA	NA
HOTAIR=HsaINT0077267	15.89	NA	19.05	9.52	17.44	21.21	10.34	20.83	22.41	36.84	20	10.53
HOTAIR=HsaINT0077269	20.33	33.33	13.51	14.89	18.18	15.66	22.22	20	29.09	26.83	NA	30
HOTAIR=HsaINT0077270	28.05	20.59	33.85	25.71	18.75	20.5	14.05	21.57	15.06	12.28	18.75	14.75
NR2C1=HsaINT1025279	NA	NA	NA	13.02	NA	NA	13.6	14.27	NA	12.5	10.34	25.7
CSAD=HsaINT0041901	56.23	NA	64.99	NA	48.52	46.69	NA	NA	46	NA	NA	51.52
LINC00941=HsaINT1019155	16.79	12.82	22.73	14.81	11.11	10.53	13.64	9.09	16.92	26.32	14.29	12
SLC8B1=HsaINT1042247	92.58	92.21	100	84.34	96.43	100	92.84	92.99	91.24	100	94.75	81.25
SLC8B1=HsaINT0151591	14.29	NA	NA	NA	19.23	NA	NA	NA	25.58	NA	NA	NA
SLC8B1=HsaINT0151592	13.68	0	18.18	18.52	8.26	8.77	9.09	6.67	8.64	7.69	9.09	9.09
SLC8B1=HsaINT0151593	8.53	3.7	15.48	6.85	12.22	2.56	19.05	16.21	17.85	15.58	17.41	20.23
SLC8B1=HsaINT0151586	18.18	NA	NA	NA	3.33	0	NA	NA	5.66	NA	0	NA
DNAJC22=HsaINT0050421	21.54	22.81	18.75	21.95	NA	NA	9.09	4.76	11.34	10.34	12.5	11.11
PAN2=HsaINT0119977	23.58	27.78	29.03	15.38	22.71	17.65	17.61	34.33	29.73	27.27	35.48	26.32
PAN2=HsaINT1026106	24.61	24.82	19.51	30.82	26.48	25.18	34.91	20.89	34.05	28.08	33.62	40.8
PAN2=HsaINT0119963	52.3	52.63	53.85	50.59	NA	49.15	42.17	44.44	NA	62.32	53.66	39.81
PAN2=HsaINT0119970	30.86	36.81	24.53	31.58	35.37	41.11	32.03	32.34	27.64	39.48	30.29	16.12
ZNF740=HsaINT0188270	21.43	NA	22.22	21.43	18.45	21.95	23.53	7.14	18.31	NA	NA	8.33
RDH5=HsaINT0139030	82.14	NA	100	NA	74.65	66.67	68	NA	69.57	NA	NA	NA
RDH5=HsaINT0139031	48.8	NA	NA	NA	55.89	NA	63.89	NA	47.46	NA	NA	NA
HIP1R=HsaINT0076207	8.88	2.48	8.31	16.07	6.41	18.54	1.08	2.05	11.02	10.85	5.84	16.96
HIP1R=HsaINT0076215	30.4	27.6	35.88	26.06	17.11	14.07	21.43	17.71	22.01	20.55	13.83	32.85
OASL=HsaINT0117512	0	NA	NA	NA	9.09	NA	9.09	NA	0	NA	NA	NA
WDR66=HsaINT0182464	NA	NA	NA	NA	19.54	NA	NA	NA	2.61	NA	NA	NA
TNS2=HsaINT0165715	19.98	NA	NA	NA	4.62	3.59	NA	NA	6.98	NA	NA	4.36
TNS2=HsaINT0165716	1.49	NA	NA	0	13.81	NA	NA	NA	5.9	4.5	NA	NA
TNS2=HsaINT0165695	6.35	NA	NA	NA	24.44	NA	NA	NA	15.77	NA	4.61	NA
TNS2=HsaINT0165697	19.54	NA	21.43	8.11	24.14	23.53	24.14	NA	17.78	NA	21.05	11.76
TNS2=HsaINT0165700	10.26	13.04	4	13.33	17.65	27.27	NA	NA	16.92	NA	NA	8.33
TNS2=HsaINT0165701	16.4	10.69	24.57	15.6	11.96	2.59	NA	19.46	17.42	23.63	13.82	15.69
TNS2=HsaINT0165711	16.48	13.33	21.21	14.29	14.29	5.26	20	NA	10.42	12	NA	0
OVOS2=HsaINT1025947	8.62	NA	NA	NA	16.81	22.05	NA	NA	11.87	NA	NA	NA
OVOS2=HsaINT1025948	5.56	NA	NA	NA	0	NA	NA	NA	10.32	NA	NA	NA
SCARB1=HsaINT0145437	36.8	33.33	36	40	39.71	36.45	44.93	39.58	49.31	53.85	46.67	48.05
DTX3=HsaINT0052733	76.92	NA	NA	NA	82.86	NA	NA	NA	68.75	NA	NA	NA
ZDHHC17=HsaINT0185175	3.79	0	NA	6.22	11.89	19.87	2.1	14.8	7.14	NA	8.96	5.79
ZDHHC17=HsaINT0185177	11.22	7.69	13.79	12.33	20.17	22.22	12.12	25.42	17.35	15.79	24.53	13.43
ZNF641=HsaINT1047599	5.12	3.89	NA	NA	12.07	26.1	5.12	7.89	10.59	9.28	NA	10.08
HELB=HsaINT0075261	0	NA	NA	NA	0	0	NA	NA	13.33	NA	NA	NA
HELB=HsaINT0075255	15	NA	NA	NA	5.88	0	NA	9.09	5.01	NA	NA	NA
TCTN2=HsaINT0165229	9.52	0	21.21	3.23	NA	0	5.88	2.7	NA	NA	0	11.06
RP11-644F5.11=HsaINT1037047	21.33	16.28	25.93	20.75	22.32	21.88	23.08	22.11	21.57	33.33	11.11	22.22
LMBR1L=HsaINT0092383	17.87	9.79	22.22	NA	10.43	19.04	3.48	7.76	14.96	13.6	NA	18.82
LMBR1L=HsaINT0092385	14.23	26.15	3.35	13.18	21.48	23.63	22.12	17.23	21.17	24.73	17.44	22.57
LMBR1L=HsaINT0092375	14.79	16.04	14.7	13.84	18.85	7.08	26.47	23.47	34.02	43.87	24.18	34.13
LMBR1L=HsaINT0092376	25.62	16.28	21.05	40	30.1	39.81	20	29.03	22.41	25.71	11.76	27.66
LMBR1L=HsaINT0092377	39.61	53.14	36.66	32.09	50.77	50.36	43.3	NA	54.51	66.96	50.24	48.06
LMBR1L=HsaINT0092378	56.25	58.82	NA	54.84	34.88	36.84	25	NA	51.11	NA	50	57.14
DDIT3=HsaINT1010760	28.4	20	26.67	34.33	35.76	40.85	30.77	33.33	39.87	36.84	36.84	48.72
KCNH3=HsaINT0084326	26.32	NA	NA	NA	9.8	NA	NA	NA	17.24	NA	NA	NA
KCNH3=HsaINT0084328	NA	NA	NA	NA	0	NA	NA	NA	11.11	NA	NA	NA
KCNH3=HsaINT0084318	22.05	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
KCNH3=HsaINT0084321	1.69	0	NA	0	20.28	NA	NA	NA	3.81	NA	NA	NA
RP13-942N8.1=HsaINT1039263	42.47	28.57	NA	NA	53.85	57.89	NA	NA	NA	NA	NA	NA
CAPRIN2=HsaINT1006325	47.51	NA	44.48	NA	50.47	39.81	55.92	NA	47.47	NA	NA	NA
CAPRIN2=HsaINT0027602	18.75	NA	13.04	17.24	18.31	NA	21.43	NA	17.02	3.23	NA	16.67
FBRSL1=HsaINT0062589	20.86	NA	NA	NA	10.24	0	NA	NA	20.94	NA	NA	NA
ZNF26=HsaINT1047344	6.25	NA	NA	NA	17.39	NA	NA	NA	13.33	NA	NA	NA
RP11-359B12.2=HsaINT1033713	NA	NA	NA	NA	12.12	6.25	NA	20	17.39	NA	10.34	NA
POU6F1=HsaINT1027609	64	NA	51.52	NA	61.19	NA	NA	NA	60	NA	NA	NA
POU6F1=HsaINT1027610	38.45	NA	NA	NA	47.32	NA	NA	NA	50.32	NA	NA	NA
POU6F1=HsaINT1027611	24.75	NA	NA	NA	10.7	13.4	11.42	NA	21.21	NA	NA	NA
LINC01234=HsaINT1019656	50	NA	NA	NA	44.44	35.29	NA	NA	29.41	NA	NA	NA
C1RL=HsaINT0021975	25	NA	NA	NA	24.32	17.24	31.25	NA	21.43	NA	14.29	NA
C1RL=HsaINT0021976	18.84	NA	18.52	12	26.32	NA	NA	NA	20	NA	NA	NA
C1RL=HsaINT0021977	39.68	NA	NA	NA	47.95	47.37	NA	NA	53.33	NA	NA	NA
MYL6B=HsaINT0108049	26.76	NA	NA	NA	20.55	17.07	NA	NA	32.08	NA	NA	NA
TMPO-AS1=HsaINT0092742	72.83	78.18	77.42	64.18	66.02	58.26	76.81	68	66.67	63.93	64.71	71.93
CDK17=HsaINT1007053	33.75	31.91	26.67	43.4	38.18	41.46	35.59	36.71	39.82	41.18	43.21	35.06
IRAK4=HsaINT0081983	4.17	4.76	NA	NA	NA	16.13	7.14	NA	3.33	NA	2.86	NA
IRAK4=HsaINT0081989	8.11	NA	12	2.44	6.67	13.21	0	4.76	11.39	17.24	NA	6.25
STX2=HsaINT0161326	13.51	NA	NA	3.45	14.29	17.24	23.53	2.86	9.3	15.38	7.14	6.25
CYP27B1=HsaINT0044190	15.77	NA	NA	NA	7.34	NA	NA	NA	NA	NA	NA	NA
C1RL-AS1=HsaINT1005723	0	NA	NA	NA	10.53	NA	NA	NA	23.53	NA	NA	NA
C1RL-AS1=HsaINT1005724	13.04	NA	NA	NA	3.52	NA	NA	NA	0	NA	NA	NA
TBX3=HsaINT0164726	17.65	25.71	6.67	23.08	NA	23.29	18.37	25.71	25	NA	20.75	22.03
ARL6IP4=HsaINT1004475	56.57	58.68	52.76	58.4	63.87	58.02	64.41	72.55	64.89	73.08	62.07	61.54
HOXC4=HsaINT1015862	40.48	23.53	NA	NA	41.77	NA	21.95	NA	21.57	NA	NA	NA
TCTN1=HsaINT0165205	13.17	2.52	17.88	17.95	15.44	19.86	12.89	10.88	13.46	23.98	10.09	10.92
TCTN1=HsaINT1043912	12.08	NA	16	6.54	22.49	27.12	26.63	10.97	14.9	3.68	19.72	18.22
HOXC13-AS=HsaINT1015859	31.43	NA	NA	NA	14.81	NA	14.29	NA	22.22	NA	NA	NA
HOXC13-AS=HsaINT1015860	5	6.67	NA	3.23	11.11	13.64	13.51	5.56	13.33	5.88	23.53	9.09
PCED1B=HsaINT1026321	9.09	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA
ACAD10=HsaINT0002102	NA	NA	NA	NA	NA	24.14	NA	NA	11.68	NA	5.02	NA
ACAD10=HsaINT0002092	NA	NA	NA	NA	26.7	12.72	NA	NA	8.85	NA	NA	NA
ACAD10=HsaINT0002093	14.34	NA	NA	NA	30.49	NA	15.58	NA	11.81	NA	NA	NA
RAD52=HsaINT0136682	15	NA	11.76	21.43	NA	12.5	11.54	5.88	13.18	16.13	5.88	19.15
RAD52=HsaINT0136685	27.49	22.45	26.03	34.69	41.32	37.08	44.58	42.86	31.76	31.82	26.15	37.7
RAD52=HsaINT0136686	15.52	12.18	17.87	15.02	23.91	25.19	20.89	25.78	17.22	16.26	24.7	10.54
RAD52=HsaINT0136677	29.97	38.01	18.09	36.44	23.57	20.48	32.01	21.96	27.96	33.06	24.25	26.04
PFKM=HsaINT1026673	16.68	NA	NA	NA	2.64	NA	NA	NA	15.1	NA	NA	NA
MAP3K12=HsaINT0099059	87.72	100	90.24	77.78	84.29	90.16	77.14	81.82	86.92	82.61	100	76.19
RP11-282O18.3=HsaINT1032650	20.59	NA	NA	17.24	NA	14.29	18.52	NA	8.77	NA	4	NA
GNB3=HsaINT0070134	93.94	100	92	90.48	85.05	90.7	72.22	92.86	92.79	85	94.12	100
GNB3=HsaINT0070136	86.81	100	81.25	82.86	69.84	66.04	78.95	65.71	77.22	65.52	76.92	91.67
GNB3=HsaINT0070137	81.86	87.32	NA	71.66	61.67	59.96	58.66	68.72	74.56	67.62	90.93	70.19
GNB3=HsaINT0070138	19.89	NA	23.23	14.63	5.77	5.01	0	11.79	7.1	3.16	8.35	NA
GNB3=HsaINT0070139	17.95	15.38	NA	11.76	4.35	2.33	2.7	8.57	23.08	NA	NA	12
GNB3=HsaINT0070140	36.24	NA	NA	NA	40.91	53.08	NA	NA	21.6	NA	NA	16.17
GNB3=HsaINT0070141	23.4	NA	20.93	NA	15.03	6.45	17.65	25	20.93	28.21	20	15.56
GNB3=HsaINT0070142	38.3	NA	38.46	NA	28.33	28	29.73	27.27	42.86	48.39	37.14	NA
GNB3=HsaINT0070135	27.56	21.95	20	41.46	28.28	40.91	20.69	25.58	30.56	21.95	38.78	29.63
ENO2=HsaINT0056280	21.89	34.78	17.14	16.98	21.21	25	17.95	19.35	23.38	28.21	22.58	20.75
MTERF2=HsaINT1023667	19.57	24.32	24.32	12.33	15.9	16.22	13.04	19.23	24.14	32.2	15.07	28.57
NR4A1=HsaINT0115647	NA	11.11	12.5	29.73	NA	15.07	NA	18.37	NA	16.67	23.08	25
RNFT2=HsaINT1029524	6.21	NA	NA	NA	14.34	NA	NA	NA	0	NA	NA	NA
KNTC1=HsaINT1017618	7.49	NA	NA	NA	10.83	NA	NA	NA	0	NA	NA	NA
METTL21B=HsaINT0059645	17.24	NA	NA	NA	27.27	NA	NA	NA	24.14	NA	NA	NA
MDM1=HsaINT0101099	28	NA	14.29	NA	46.99	35.29	NA	NA	36.36	NA	25	51.35
MDM1=HsaINT0101102	17.32	NA	4.5	NA	28.03	NA	NA	NA	7.76	NA	3.78	NA
CACNB3=HsaINT0026580	7.84	3.7	8.57	10	16.83	11.11	12	29.03	13.25	NA	13.04	9.52
CACNB3=HsaINT0026581	8.62	6.67	10.64	7.69	7.19	3.12	11.11	8.57	9.91	25.93	4	5.88
CACNB3=HsaINT0026583	19.32	NA	NA	NA	12.2	18.83	NA	0	20.32	NA	NA	NA
SOCS2-AS1=HsaINT1042633	NA	NA	NA	NA	21.43	NA	NA	NA	8.33	NA	NA	NA
NCKAP5L=HsaINT0111141	33.02	36.37	37.62	28.16	NA	NA	30.47	38.27	35.7	26.35	45.72	36.64
LINC01481=HsaINT1020117	34.62	NA	22.58	NA	45.1	NA	NA	NA	26.83	NA	NA	NA
ASIC1=HsaINT0002370	16.28	9.68	NA	13.33	15.22	22.22	17.65	0	24.64	NA	NA	24.32
ASIC1=HsaINT1004623	81.74	NA	NA	NA	69.44	91.68	NA	NA	79.33	NA	NA	NA
ASIC1=HsaINT0002364	20	16.28	15	29.73	20.29	38.1	13.79	10.53	18.92	23.81	12.82	20
ASIC1=HsaINT0002365	5.43	3.32	4.47	9.59	13.49	17.03	14.84	8.11	9.24	10.2	2.56	16.37
ZNF140=HsaINT0186224	1.33	0	4.63	0	9.16	16.27	11.13	2.78	7.49	NA	6.95	11.47
PITPNM2=HsaINT0125504	12	13.04	0	NA	10.84	15.79	3.7	NA	11.76	20	NA	5.88
PITPNM2=HsaINT0125515	22.39	NA	15.38	NA	18.52	10.53	NA	NA	13.16	20	17.24	0
PITPNM2=HsaINT0125516	13.68	22.12	5.44	15.04	6.84	7.23	15.04	0	7.93	6.98	3.92	NA
PITPNM2=HsaINT0125517	14.94	NA	NA	13.93	9.37	7.25	20.11	3.81	15.87	NA	11.41	NA
BBS10=HsaINT0016883	22.92	23.08	17.95	29.03	18.18	23.08	17.39	14.89	24.39	7.69	24.14	NA
NT5DC3=HsaINT0116337	13.33	NA	NA	NA	5.56	NA	NA	NA	4	NA	NA	NA
RP11-588H23.3=HsaINT1036637	NA	NA	19.94	NA	NA	21.05	5.86	NA	9.66	11.94	13.04	NA
SMAGP=HsaINT0154763	NA	20	17.65	2.86	5.11	5.08	6.12	3.45	5.26	4.76	8	2.44
BICDL1=HsaINT0029804	12	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA
CHFR=HsaINT1007617	7.69	4.76	NA	0	2.78	5.26	0	NA	11.11	NA	15.38	NA
CHFR=HsaINT1007620	NA	NA	NA	NA	16.13	NA	NA	NA	3.45	NA	NA	NA
CHFR=HsaINT0034815	5.96	9.09	2.22	8.8	NA	14.34	18.92	NA	10.56	NA	6.67	3.7
CHFR=HsaINT0034816	7.81	NA	8.22	0	9.03	17.97	NA	0	4.7	4.53	4.63	NA
DGKA=HsaINT0047201	NA	NA	NA	NA	17.24	NA	NA	NA	7.32	NA	NA	NA
DGKA=HsaINT0047181	11.63	NA	NA	9.09	23.08	NA	NA	NA	NA	NA	NA	NA
DGKA=HsaINT0047182	14.81	4	NA	NA	NA	NA	NA	NA	16.67	NA	NA	NA
DGKA=HsaINT0047183	8.77	NA	0	NA	18.92	NA	NA	NA	17.24	NA	NA	NA
DGKA=HsaINT0047185	4	NA	NA	NA	20	NA	NA	NA	NA	NA	NA	NA
TMEM116=HsaINT0168294	2.32	NA	NA	NA	0	NA	NA	NA	14.29	NA	NA	NA
