GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	Sample	PSI	Quality_Score_Value	Quality_Score_Type	comparison
NRIP3	HsaINT0115916	chr11:8983561-8983874	314	chr11:8983875-8983969=8980576-8983560:-	IR	HeLa_NLSTAF2dIDR_C	5	LOW	S1	TAF2dIDR
NRIP3	HsaINT0115916	chr11:8983561-8983874	314	chr11:8983875-8983969=8980576-8983560:-	IR	HeLa_TAF2	4	OK	S1	TAF2dIDR
NRIP3	HsaINT0115916	chr11:8983561-8983874	314	chr11:8983875-8983969=8980576-8983560:-	IR	HeLa_TAF2_A	7.69	N	S1	TAF2dIDR
NRIP3	HsaINT0115916	chr11:8983561-8983874	314	chr11:8983875-8983969=8980576-8983560:-	IR	HeLa_TAF2_B	0	N	S1	TAF2dIDR
NRIP3	HsaINT0115916	chr11:8983561-8983874	314	chr11:8983875-8983969=8980576-8983560:-	IR	HeLa_TAF2_C	4.76	VLOW	S1	TAF2dIDR
ACCS	HsaINT0002403	chr11:44079621-44081019	1399	chr11:44079531-44079620=44081020-44081065:+	IR	HeLa_FRT	41.94	N	S1	TAF2
ACCS	HsaINT0002403	chr11:44079621-44081019	1399	chr11:44079531-44079620=44081020-44081065:+	IR	HeLa_FRT_A	33.33	N	S1	TAF2
ACCS	HsaINT0002403	chr11:44079621-44081019	1399	chr11:44079531-44079620=44081020-44081065:+	IR	HeLa_FRT_B	41.18	N	S1	TAF2
ACCS	HsaINT0002403	chr11:44079621-44081019	1399	chr11:44079531-44079620=44081020-44081065:+	IR	HeLa_FRT_C	60	N	S1	TAF2
ACCS	HsaINT0002403	chr11:44079621-44081019	1399	chr11:44079531-44079620=44081020-44081065:+	IR	HeLa_NLSTAF2dIDR	43.59	VLOW	S1	TAF2
ACCS	HsaINT0002403	chr11:44079621-44081019	1399	chr11:44079531-44079620=44081020-44081065:+	IR	HeLa_NLSTAF2dIDR_A	16.67	N	S1	TAF2
ACCS	HsaINT0002403	chr11:44079621-44081019	1399	chr11:44079531-44079620=44081020-44081065:+	IR	HeLa_NLSTAF2dIDR_B	73.33	N	S1	TAF2
ACCS	HsaINT0002403	chr11:44079621-44081019	1399	chr11:44079531-44079620=44081020-44081065:+	IR	HeLa_NLSTAF2dIDR_C	33.33	N	S1	TAF2
ACCS	HsaINT0002403	chr11:44079621-44081019	1399	chr11:44079531-44079620=44081020-44081065:+	IR	HeLa_TAF2	23.08	OK	S1	TAF2
ACCS	HsaINT0002403	chr11:44079621-44081019	1399	chr11:44079531-44079620=44081020-44081065:+	IR	HeLa_TAF2_A	23.81	N	S1	TAF2
ACCS	HsaINT0002403	chr11:44079621-44081019	1399	chr11:44079531-44079620=44081020-44081065:+	IR	HeLa_TAF2_B	13.04	VLOW	S1	TAF2
ACCS	HsaINT0002403	chr11:44079621-44081019	1399	chr11:44079531-44079620=44081020-44081065:+	IR	HeLa_TAF2_C	50	N	S1	TAF2
TM7SF2	HsaINT0167825	chr11:65112068-65112514	447	chr11:65111854-65112067=65112515-65112711:+	IR	HeLa_FRT	31.58	VLOW	S1	TAF2dIDR
TM7SF2	HsaINT0167825	chr11:65112068-65112514	447	chr11:65111854-65112067=65112515-65112711:+	IR	HeLa_FRT_A	55.56	N	S1	TAF2dIDR
TM7SF2	HsaINT0167825	chr11:65112068-65112514	447	chr11:65111854-65112067=65112515-65112711:+	IR	HeLa_FRT_B	26.32	N	S1	TAF2dIDR
TM7SF2	HsaINT0167825	chr11:65112068-65112514	447	chr11:65111854-65112067=65112515-65112711:+	IR	HeLa_FRT_C	20	N	S1	TAF2dIDR
TM7SF2	HsaINT0167825	chr11:65112068-65112514	447	chr11:65111854-65112067=65112515-65112711:+	IR	HeLa_NLSTAF2dIDR	5.45	OK	S1	TAF2dIDR
TM7SF2	HsaINT0167825	chr11:65112068-65112514	447	chr11:65111854-65112067=65112515-65112711:+	IR	HeLa_NLSTAF2dIDR_A	4.76	VLOW	S1	TAF2dIDR
TM7SF2	HsaINT0167825	chr11:65112068-65112514	447	chr11:65111854-65112067=65112515-65112711:+	IR	HeLa_NLSTAF2dIDR_B	4	VLOW	S1	TAF2dIDR
TM7SF2	HsaINT0167825	chr11:65112068-65112514	447	chr11:65111854-65112067=65112515-65112711:+	IR	HeLa_NLSTAF2dIDR_C	11.11	N	S1	TAF2dIDR
TM7SF2	HsaINT0167825	chr11:65112068-65112514	447	chr11:65111854-65112067=65112515-65112711:+	IR	HeLa_TAF2	33.33	VLOW	S1	TAF2dIDR
TM7SF2	HsaINT0167825	chr11:65112068-65112514	447	chr11:65111854-65112067=65112515-65112711:+	IR	HeLa_TAF2_A	60	N	S1	TAF2dIDR
TM7SF2	HsaINT0167825	chr11:65112068-65112514	447	chr11:65111854-65112067=65112515-65112711:+	IR	HeLa_TAF2_B	27.27	N	S1	TAF2dIDR
TM7SF2	HsaINT0167825	chr11:65112068-65112514	447	chr11:65111854-65112067=65112515-65112711:+	IR	HeLa_TAF2_C	29.41	N	S1	TAF2dIDR
ACACB	HsaINT0002075	chr12:109172357-109174131	1775	chr12:109172275-109172356=109174132-109174230:+	IR	HeLa_FRT	16.19	OK	S1	TAF2
ACACB	HsaINT0002075	chr12:109172357-109174131	1775	chr12:109172275-109172356=109174132-109174230:+	IR	HeLa_FRT_A	11.72	N	S1	TAF2
ACACB	HsaINT0002075	chr12:109172357-109174131	1775	chr12:109172275-109172356=109174132-109174230:+	IR	HeLa_FRT_B	20.99	N	S1	TAF2
ACACB	HsaINT0002075	chr12:109172357-109174131	1775	chr12:109172275-109172356=109174132-109174230:+	IR	HeLa_FRT_C	15.04	N	S1	TAF2
ACACB	HsaINT0002075	chr12:109172357-109174131	1775	chr12:109172275-109172356=109174132-109174230:+	IR	HeLa_NLSTAF2dIDR	34.69	VLOW	S1	TAF2
ACACB	HsaINT0002075	chr12:109172357-109174131	1775	chr12:109172275-109172356=109174132-109174230:+	IR	HeLa_NLSTAF2dIDR_A	39.91	N	S1	TAF2
ACACB	HsaINT0002075	chr12:109172357-109174131	1775	chr12:109172275-109172356=109174132-109174230:+	IR	HeLa_NLSTAF2dIDR_B	26.15	N	S1	TAF2
ACACB	HsaINT0002075	chr12:109172357-109174131	1775	chr12:109172275-109172356=109174132-109174230:+	IR	HeLa_NLSTAF2dIDR_C	34.69	N	S1	TAF2
ACACB	HsaINT0002075	chr12:109172357-109174131	1775	chr12:109172275-109172356=109174132-109174230:+	IR	HeLa_TAF2	42.21	N	S1	TAF2
ACACB	HsaINT0002075	chr12:109172357-109174131	1775	chr12:109172275-109172356=109174132-109174230:+	IR	HeLa_TAF2_A	26.15	N	S1	TAF2
ACACB	HsaINT0002075	chr12:109172357-109174131	1775	chr12:109172275-109172356=109174132-109174230:+	IR	HeLa_TAF2_B	61.45	N	S1	TAF2
ACACB	HsaINT0002075	chr12:109172357-109174131	1775	chr12:109172275-109172356=109174132-109174230:+	IR	HeLa_TAF2_C	44.35	N	S1	TAF2
C1RL	HsaINT0021976	chr12:7099761-7099900	140	chr12:7099901-7100026=7099686-7099760:-	IR	HeLa_FRT	18.84	OK	S1	TAF2dIDR
C1RL	HsaINT0021976	chr12:7099761-7099900	140	chr12:7099901-7100026=7099686-7099760:-	IR	HeLa_FRT_A	29.41	N	S1	TAF2dIDR
C1RL	HsaINT0021976	chr12:7099761-7099900	140	chr12:7099901-7100026=7099686-7099760:-	IR	HeLa_FRT_B	18.52	VLOW	S1	TAF2dIDR
C1RL	HsaINT0021976	chr12:7099761-7099900	140	chr12:7099901-7100026=7099686-7099760:-	IR	HeLa_FRT_C	12	VLOW	S1	TAF2dIDR
C1RL	HsaINT0021976	chr12:7099761-7099900	140	chr12:7099901-7100026=7099686-7099760:-	IR	HeLa_NLSTAF2dIDR	26.32	VLOW	S1	TAF2dIDR
C1RL	HsaINT0021976	chr12:7099761-7099900	140	chr12:7099901-7100026=7099686-7099760:-	IR	HeLa_NLSTAF2dIDR_A	41.18	N	S1	TAF2dIDR
C1RL	HsaINT0021976	chr12:7099761-7099900	140	chr12:7099901-7100026=7099686-7099760:-	IR	HeLa_NLSTAF2dIDR_B	11.11	N	S1	TAF2dIDR
C1RL	HsaINT0021976	chr12:7099761-7099900	140	chr12:7099901-7100026=7099686-7099760:-	IR	HeLa_NLSTAF2dIDR_C	16.67	N	S1	TAF2dIDR
C1RL	HsaINT0021976	chr12:7099761-7099900	140	chr12:7099901-7100026=7099686-7099760:-	IR	HeLa_TAF2	20	LOW	S1	TAF2dIDR
C1RL	HsaINT0021976	chr12:7099761-7099900	140	chr12:7099901-7100026=7099686-7099760:-	IR	HeLa_TAF2_A	66.67	N	S1	TAF2dIDR
C1RL	HsaINT0021976	chr12:7099761-7099900	140	chr12:7099901-7100026=7099686-7099760:-	IR	HeLa_TAF2_B	10	N	S1	TAF2dIDR
C1RL	HsaINT0021976	chr12:7099761-7099900	140	chr12:7099901-7100026=7099686-7099760:-	IR	HeLa_TAF2_C	15.79	N	S1	TAF2dIDR
RAD52	HsaINT0136676	chr12:933077-949601	16525	chr12:949602-949722=932975-933076:-	IR	HeLa_FRT	34.65	VLOW	S1	BOTH
RAD52	HsaINT0136676	chr12:933077-949601	16525	chr12:949602-949722=932975-933076:-	IR	HeLa_FRT_A	34.65	N	S1	BOTH
RAD52	HsaINT0136676	chr12:933077-949601	16525	chr12:949602-949722=932975-933076:-	IR	HeLa_FRT_B	20.96	N	S1	BOTH
RAD52	HsaINT0136676	chr12:933077-949601	16525	chr12:949602-949722=932975-933076:-	IR	HeLa_FRT_C	51.47	N	S1	BOTH
RAD52	HsaINT0136676	chr12:933077-949601	16525	chr12:949602-949722=932975-933076:-	IR	HeLa_NLSTAF2dIDR	7.16	OK	S1	BOTH
RAD52	HsaINT0136676	chr12:933077-949601	16525	chr12:949602-949722=932975-933076:-	IR	HeLa_NLSTAF2dIDR_A	5.71	LOW	S1	BOTH
RAD52	HsaINT0136676	chr12:933077-949601	16525	chr12:949602-949722=932975-933076:-	IR	HeLa_NLSTAF2dIDR_B	4.6	VLOW	S1	BOTH
RAD52	HsaINT0136676	chr12:933077-949601	16525	chr12:949602-949722=932975-933076:-	IR	HeLa_NLSTAF2dIDR_C	15.02	N	S1	BOTH
RAD52	HsaINT0136676	chr12:933077-949601	16525	chr12:949602-949722=932975-933076:-	IR	HeLa_TAF2	14.44	OK	S1	BOTH
RAD52	HsaINT0136676	chr12:933077-949601	16525	chr12:949602-949722=932975-933076:-	IR	HeLa_TAF2_A	26.12	N	S1	BOTH
RAD52	HsaINT0136676	chr12:933077-949601	16525	chr12:949602-949722=932975-933076:-	IR	HeLa_TAF2_B	15.02	N	S1	BOTH
RAD52	HsaINT0136676	chr12:933077-949601	16525	chr12:949602-949722=932975-933076:-	IR	HeLa_TAF2_C	5.04	VLOW	S1	BOTH
VSIG10	HsaINT0181059	chr12:118068598-118071051	2454	chr12:118071052-118071067=118068377-118068597:-	IR	HeLa_FRT	26.57	N	S1	TAF2dIDR
VSIG10	HsaINT0181059	chr12:118068598-118071051	2454	chr12:118071052-118071067=118068377-118068597:-	IR	HeLa_FRT_A	100	N	S1	TAF2dIDR
VSIG10	HsaINT0181059	chr12:118068598-118071051	2454	chr12:118071052-118071067=118068377-118068597:-	IR	HeLa_FRT_B	33.33	N	S1	TAF2dIDR
VSIG10	HsaINT0181059	chr12:118068598-118071051	2454	chr12:118071052-118071067=118068377-118068597:-	IR	HeLa_FRT_C	0	N	S1	TAF2dIDR
VSIG10	HsaINT0181059	chr12:118068598-118071051	2454	chr12:118071052-118071067=118068377-118068597:-	IR	HeLa_NLSTAF2dIDR	5.14	N	S1	TAF2dIDR
VSIG10	HsaINT0181059	chr12:118068598-118071051	2454	chr12:118071052-118071067=118068377-118068597:-	IR	HeLa_NLSTAF2dIDR_A	6.04	N	S1	TAF2dIDR
VSIG10	HsaINT0181059	chr12:118068598-118071051	2454	chr12:118071052-118071067=118068377-118068597:-	IR	HeLa_NLSTAF2dIDR_B	3.95	N	S1	TAF2dIDR
VSIG10	HsaINT0181059	chr12:118068598-118071051	2454	chr12:118071052-118071067=118068377-118068597:-	IR	HeLa_NLSTAF2dIDR_C	NA	N	S1	TAF2dIDR
VSIG10	HsaINT0181059	chr12:118068598-118071051	2454	chr12:118071052-118071067=118068377-118068597:-	IR	HeLa_TAF2	19.52	N	S1	TAF2dIDR
VSIG10	HsaINT0181059	chr12:118068598-118071051	2454	chr12:118071052-118071067=118068377-118068597:-	IR	HeLa_TAF2_A	4.11	N	S1	TAF2dIDR
VSIG10	HsaINT0181059	chr12:118068598-118071051	2454	chr12:118071052-118071067=118068377-118068597:-	IR	HeLa_TAF2_B	20.45	N	S1	TAF2dIDR
VSIG10	HsaINT0181059	chr12:118068598-118071051	2454	chr12:118071052-118071067=118068377-118068597:-	IR	HeLa_TAF2_C	36.41	N	S1	TAF2dIDR
ENTPD5	HsaINT0056525	chr14:73986894-73987885	992	chr14:73987886-73988172=73986814-73986893:-	IR	HeLa_FRT	0	OK	S1	TAF2
ENTPD5	HsaINT0056525	chr14:73986894-73987885	992	chr14:73987886-73988172=73986814-73986893:-	IR	HeLa_FRT_A	0	VLOW	S1	TAF2
ENTPD5	HsaINT0056525	chr14:73986894-73987885	992	chr14:73987886-73988172=73986814-73986893:-	IR	HeLa_FRT_B	0	N	S1	TAF2
ENTPD5	HsaINT0056525	chr14:73986894-73987885	992	chr14:73987886-73988172=73986814-73986893:-	IR	HeLa_FRT_C	0	VLOW	S1	TAF2
ENTPD5	HsaINT0056525	chr14:73986894-73987885	992	chr14:73987886-73988172=73986814-73986893:-	IR	HeLa_NLSTAF2dIDR	7.68	OK	S1	TAF2
ENTPD5	HsaINT0056525	chr14:73986894-73987885	992	chr14:73987886-73988172=73986814-73986893:-	IR	HeLa_NLSTAF2dIDR_A	2.78	LOW	S1	TAF2
ENTPD5	HsaINT0056525	chr14:73986894-73987885	992	chr14:73987886-73988172=73986814-73986893:-	IR	HeLa_NLSTAF2dIDR_B	20.5	N	S1	TAF2
ENTPD5	HsaINT0056525	chr14:73986894-73987885	992	chr14:73987886-73988172=73986814-73986893:-	IR	HeLa_NLSTAF2dIDR_C	12.33	VLOW	S1	TAF2
ENTPD5	HsaINT0056525	chr14:73986894-73987885	992	chr14:73987886-73988172=73986814-73986893:-	IR	HeLa_TAF2	7.91	LOW	S1	TAF2
ENTPD5	HsaINT0056525	chr14:73986894-73987885	992	chr14:73987886-73988172=73986814-73986893:-	IR	HeLa_TAF2_A	0	N	S1	TAF2
ENTPD5	HsaINT0056525	chr14:73986894-73987885	992	chr14:73987886-73988172=73986814-73986893:-	IR	HeLa_TAF2_B	0	N	S1	TAF2
ENTPD5	HsaINT0056525	chr14:73986894-73987885	992	chr14:73987886-73988172=73986814-73986893:-	IR	HeLa_TAF2_C	18.1	N	S1	TAF2
RP11-596C23.6	HsaINT1036692	chr14:49861897-49862133	237	chr14:49862134-49862316=49861557-49861896:-	IR	HeLa_FRT	36.84	VLOW	S1	TAF2dIDR
RP11-596C23.6	HsaINT1036692	chr14:49861897-49862133	237	chr14:49862134-49862316=49861557-49861896:-	IR	HeLa_FRT_A	33.33	N	S1	TAF2dIDR
RP11-596C23.6	HsaINT1036692	chr14:49861897-49862133	237	chr14:49862134-49862316=49861557-49861896:-	IR	HeLa_FRT_B	50	N	S1	TAF2dIDR
RP11-596C23.6	HsaINT1036692	chr14:49861897-49862133	237	chr14:49862134-49862316=49861557-49861896:-	IR	HeLa_FRT_C	33.33	N	S1	TAF2dIDR
RP11-596C23.6	HsaINT1036692	chr14:49861897-49862133	237	chr14:49862134-49862316=49861557-49861896:-	IR	HeLa_NLSTAF2dIDR	51.72	N	S1	TAF2dIDR
RP11-596C23.6	HsaINT1036692	chr14:49861897-49862133	237	chr14:49862134-49862316=49861557-49861896:-	IR	HeLa_NLSTAF2dIDR_A	55.56	N	S1	TAF2dIDR
RP11-596C23.6	HsaINT1036692	chr14:49861897-49862133	237	chr14:49862134-49862316=49861557-49861896:-	IR	HeLa_NLSTAF2dIDR_B	60	N	S1	TAF2dIDR
RP11-596C23.6	HsaINT1036692	chr14:49861897-49862133	237	chr14:49862134-49862316=49861557-49861896:-	IR	HeLa_NLSTAF2dIDR_C	33.33	N	S1	TAF2dIDR
RP11-596C23.6	HsaINT1036692	chr14:49861897-49862133	237	chr14:49862134-49862316=49861557-49861896:-	IR	HeLa_TAF2	60	N	S1	TAF2dIDR
RP11-596C23.6	HsaINT1036692	chr14:49861897-49862133	237	chr14:49862134-49862316=49861557-49861896:-	IR	HeLa_TAF2_A	66.67	N	S1	TAF2dIDR
RP11-596C23.6	HsaINT1036692	chr14:49861897-49862133	237	chr14:49862134-49862316=49861557-49861896:-	IR	HeLa_TAF2_B	33.33	N	S1	TAF2dIDR
RP11-596C23.6	HsaINT1036692	chr14:49861897-49862133	237	chr14:49862134-49862316=49861557-49861896:-	IR	HeLa_TAF2_C	75	N	S1	TAF2dIDR
GPR135	HsaINT1014737	chr14:59456546-59458856	2311	chr14:59458857-59459004=59456438-59456545:-	IR	HeLa_FRT	18.82	VLOW	S1	TAF2dIDR
GPR135	HsaINT1014737	chr14:59456546-59458856	2311	chr14:59458857-59459004=59456438-59456545:-	IR	HeLa_FRT_A	7.69	N	S1	TAF2dIDR
GPR135	HsaINT1014737	chr14:59456546-59458856	2311	chr14:59458857-59459004=59456438-59456545:-	IR	HeLa_FRT_B	33.33	N	S1	TAF2dIDR
GPR135	HsaINT1014737	chr14:59456546-59458856	2311	chr14:59458857-59459004=59456438-59456545:-	IR	HeLa_FRT_C	25.14	N	S1	TAF2dIDR
GPR135	HsaINT1014737	chr14:59456546-59458856	2311	chr14:59458857-59459004=59456438-59456545:-	IR	HeLa_NLSTAF2dIDR	6.12	OK	S1	TAF2dIDR
GPR135	HsaINT1014737	chr14:59456546-59458856	2311	chr14:59458857-59459004=59456438-59456545:-	IR	HeLa_NLSTAF2dIDR_A	7.69	VLOW	S1	TAF2dIDR
GPR135	HsaINT1014737	chr14:59456546-59458856	2311	chr14:59458857-59459004=59456438-59456545:-	IR	HeLa_NLSTAF2dIDR_B	5.88	N	S1	TAF2dIDR
GPR135	HsaINT1014737	chr14:59456546-59458856	2311	chr14:59458857-59459004=59456438-59456545:-	IR	HeLa_NLSTAF2dIDR_C	0	N	S1	TAF2dIDR
GPR135	HsaINT1014737	chr14:59456546-59458856	2311	chr14:59458857-59459004=59456438-59456545:-	IR	HeLa_TAF2	24.21	VLOW	S1	TAF2dIDR
GPR135	HsaINT1014737	chr14:59456546-59458856	2311	chr14:59458857-59459004=59456438-59456545:-	IR	HeLa_TAF2_A	50	N	S1	TAF2dIDR
GPR135	HsaINT1014737	chr14:59456546-59458856	2311	chr14:59458857-59459004=59456438-59456545:-	IR	HeLa_TAF2_B	0	N	S1	TAF2dIDR
GPR135	HsaINT1014737	chr14:59456546-59458856	2311	chr14:59458857-59459004=59456438-59456545:-	IR	HeLa_TAF2_C	45.6	N	S1	TAF2dIDR
RP11-44N21.1	HsaINT1034985	chr14:105093821-105095539	1719	chr14:105093609-105093820=105095540-105095699:+	IR	HeLa_FRT	100	VLOW	S1	BOTH
RP11-44N21.1	HsaINT1034985	chr14:105093821-105095539	1719	chr14:105093609-105093820=105095540-105095699:+	IR	HeLa_FRT_A	100	N	S1	BOTH
RP11-44N21.1	HsaINT1034985	chr14:105093821-105095539	1719	chr14:105093609-105093820=105095540-105095699:+	IR	HeLa_FRT_B	100	N	S1	BOTH
RP11-44N21.1	HsaINT1034985	chr14:105093821-105095539	1719	chr14:105093609-105093820=105095540-105095699:+	IR	HeLa_FRT_C	100	N	S1	BOTH
RP11-44N21.1	HsaINT1034985	chr14:105093821-105095539	1719	chr14:105093609-105093820=105095540-105095699:+	IR	HeLa_NLSTAF2dIDR	81.82	OK	S1	BOTH
RP11-44N21.1	HsaINT1034985	chr14:105093821-105095539	1719	chr14:105093609-105093820=105095540-105095699:+	IR	HeLa_NLSTAF2dIDR_A	75	N	S1	BOTH
RP11-44N21.1	HsaINT1034985	chr14:105093821-105095539	1719	chr14:105093609-105093820=105095540-105095699:+	IR	HeLa_NLSTAF2dIDR_B	83.33	N	S1	BOTH
RP11-44N21.1	HsaINT1034985	chr14:105093821-105095539	1719	chr14:105093609-105093820=105095540-105095699:+	IR	HeLa_NLSTAF2dIDR_C	87.5	N	S1	BOTH
RP11-44N21.1	HsaINT1034985	chr14:105093821-105095539	1719	chr14:105093609-105093820=105095540-105095699:+	IR	HeLa_TAF2	78.38	VLOW	S1	BOTH
RP11-44N21.1	HsaINT1034985	chr14:105093821-105095539	1719	chr14:105093609-105093820=105095540-105095699:+	IR	HeLa_TAF2_A	66.67	N	S1	BOTH
RP11-44N21.1	HsaINT1034985	chr14:105093821-105095539	1719	chr14:105093609-105093820=105095540-105095699:+	IR	HeLa_TAF2_B	100	N	S1	BOTH
RP11-44N21.1	HsaINT1034985	chr14:105093821-105095539	1719	chr14:105093609-105093820=105095540-105095699:+	IR	HeLa_TAF2_C	66.67	N	S1	BOTH
PAPLN	HsaINT0120106	chr14:73252776-73253753	978	chr14:73252649-73252775=73253754-73253961:+	IR	HeLa_FRT	39.24	VLOW	S1	TAF2dIDR
PAPLN	HsaINT0120106	chr14:73252776-73253753	978	chr14:73252649-73252775=73253754-73253961:+	IR	HeLa_FRT_A	50.36	N	S1	TAF2dIDR
PAPLN	HsaINT0120106	chr14:73252776-73253753	978	chr14:73252649-73252775=73253754-73253961:+	IR	HeLa_FRT_B	43.25	N	S1	TAF2dIDR
PAPLN	HsaINT0120106	chr14:73252776-73253753	978	chr14:73252649-73252775=73253754-73253961:+	IR	HeLa_FRT_C	27.47	N	S1	TAF2dIDR
PAPLN	HsaINT0120106	chr14:73252776-73253753	978	chr14:73252649-73252775=73253754-73253961:+	IR	HeLa_NLSTAF2dIDR	25.68	LOW	S1	TAF2dIDR
PAPLN	HsaINT0120106	chr14:73252776-73253753	978	chr14:73252649-73252775=73253754-73253961:+	IR	HeLa_NLSTAF2dIDR_A	18.61	VLOW	S1	TAF2dIDR
PAPLN	HsaINT0120106	chr14:73252776-73253753	978	chr14:73252649-73252775=73253754-73253961:+	IR	HeLa_NLSTAF2dIDR_B	23.25	N	S1	TAF2dIDR
PAPLN	HsaINT0120106	chr14:73252776-73253753	978	chr14:73252649-73252775=73253754-73253961:+	IR	HeLa_NLSTAF2dIDR_C	100	N	S1	TAF2dIDR
PAPLN	HsaINT0120106	chr14:73252776-73253753	978	chr14:73252649-73252775=73253754-73253961:+	IR	HeLa_TAF2	25	N	S1	TAF2dIDR
PAPLN	HsaINT0120106	chr14:73252776-73253753	978	chr14:73252649-73252775=73253754-73253961:+	IR	HeLa_TAF2_A	0	N	S1	TAF2dIDR
PAPLN	HsaINT0120106	chr14:73252776-73253753	978	chr14:73252649-73252775=73253754-73253961:+	IR	HeLa_TAF2_B	100	N	S1	TAF2dIDR
PAPLN	HsaINT0120106	chr14:73252776-73253753	978	chr14:73252649-73252775=73253754-73253961:+	IR	HeLa_TAF2_C	42.86	N	S1	TAF2dIDR
DYX1C1	HsaINT0053434	chr15:55450368-55466929	16562	chr15:55466930-55467161=55450222-55450367:-	IR	HeLa_FRT	28.89	LOW	S1	TAF2dIDR
DYX1C1	HsaINT0053434	chr15:55450368-55466929	16562	chr15:55466930-55467161=55450222-55450367:-	IR	HeLa_FRT_A	22.22	N	S1	TAF2dIDR
DYX1C1	HsaINT0053434	chr15:55450368-55466929	16562	chr15:55466930-55467161=55450222-55450367:-	IR	HeLa_FRT_B	42.86	N	S1	TAF2dIDR
DYX1C1	HsaINT0053434	chr15:55450368-55466929	16562	chr15:55466930-55467161=55450222-55450367:-	IR	HeLa_FRT_C	23.08	N	S1	TAF2dIDR
DYX1C1	HsaINT0053434	chr15:55450368-55466929	16562	chr15:55466930-55467161=55450222-55450367:-	IR	HeLa_NLSTAF2dIDR	37.5	VLOW	S1	TAF2dIDR
DYX1C1	HsaINT0053434	chr15:55450368-55466929	16562	chr15:55466930-55467161=55450222-55450367:-	IR	HeLa_NLSTAF2dIDR_A	37.5	N	S1	TAF2dIDR
DYX1C1	HsaINT0053434	chr15:55450368-55466929	16562	chr15:55466930-55467161=55450222-55450367:-	IR	HeLa_NLSTAF2dIDR_B	50	N	S1	TAF2dIDR
DYX1C1	HsaINT0053434	chr15:55450368-55466929	16562	chr15:55466930-55467161=55450222-55450367:-	IR	HeLa_NLSTAF2dIDR_C	25	N	S1	TAF2dIDR
DYX1C1	HsaINT0053434	chr15:55450368-55466929	16562	chr15:55466930-55467161=55450222-55450367:-	IR	HeLa_TAF2	38.35	VLOW	S1	TAF2dIDR
DYX1C1	HsaINT0053434	chr15:55450368-55466929	16562	chr15:55466930-55467161=55450222-55450367:-	IR	HeLa_TAF2_A	27.13	N	S1	TAF2dIDR
DYX1C1	HsaINT0053434	chr15:55450368-55466929	16562	chr15:55466930-55467161=55450222-55450367:-	IR	HeLa_TAF2_B	42.86	N	S1	TAF2dIDR
DYX1C1	HsaINT0053434	chr15:55450368-55466929	16562	chr15:55466930-55467161=55450222-55450367:-	IR	HeLa_TAF2_C	60	N	S1	TAF2dIDR
UBL7-AS1	HsaINT1045884	chr15:74462032-74466035	4004	chr15:74461265-74462031=74466036-74466130:+	IR	HeLa_FRT	67.57	N	S1	TAF2dIDR
UBL7-AS1	HsaINT1045884	chr15:74462032-74466035	4004	chr15:74461265-74462031=74466036-74466130:+	IR	HeLa_FRT_A	100	N	S1	TAF2dIDR
UBL7-AS1	HsaINT1045884	chr15:74462032-74466035	4004	chr15:74461265-74462031=74466036-74466130:+	IR	HeLa_FRT_B	57.89	N	S1	TAF2dIDR
UBL7-AS1	HsaINT1045884	chr15:74462032-74466035	4004	chr15:74461265-74462031=74466036-74466130:+	IR	HeLa_FRT_C	73.33	N	S1	TAF2dIDR
UBL7-AS1	HsaINT1045884	chr15:74462032-74466035	4004	chr15:74461265-74462031=74466036-74466130:+	IR	HeLa_NLSTAF2dIDR	77.78	N	S1	TAF2dIDR
UBL7-AS1	HsaINT1045884	chr15:74462032-74466035	4004	chr15:74461265-74462031=74466036-74466130:+	IR	HeLa_NLSTAF2dIDR_A	85.71	N	S1	TAF2dIDR
UBL7-AS1	HsaINT1045884	chr15:74462032-74466035	4004	chr15:74461265-74462031=74466036-74466130:+	IR	HeLa_NLSTAF2dIDR_B	71.43	N	S1	TAF2dIDR
UBL7-AS1	HsaINT1045884	chr15:74462032-74466035	4004	chr15:74461265-74462031=74466036-74466130:+	IR	HeLa_NLSTAF2dIDR_C	66.67	N	S1	TAF2dIDR
UBL7-AS1	HsaINT1045884	chr15:74462032-74466035	4004	chr15:74461265-74462031=74466036-74466130:+	IR	HeLa_TAF2	62.5	N	S1	TAF2dIDR
UBL7-AS1	HsaINT1045884	chr15:74462032-74466035	4004	chr15:74461265-74462031=74466036-74466130:+	IR	HeLa_TAF2_A	50	N	S1	TAF2dIDR
UBL7-AS1	HsaINT1045884	chr15:74462032-74466035	4004	chr15:74461265-74462031=74466036-74466130:+	IR	HeLa_TAF2_B	100	N	S1	TAF2dIDR
UBL7-AS1	HsaINT1045884	chr15:74462032-74466035	4004	chr15:74461265-74462031=74466036-74466130:+	IR	HeLa_TAF2_C	66.67	N	S1	TAF2dIDR
RP11-3D4.2	HsaINT1034307	chr15:33859095-33864756	5662	chr15:33864757-33864825=33858602-33859094:-	IR	HeLa_FRT	43.75	N	S1	TAF2dIDR
RP11-3D4.2	HsaINT1034307	chr15:33859095-33864756	5662	chr15:33864757-33864825=33858602-33859094:-	IR	HeLa_FRT_A	27.27	N	S1	TAF2dIDR
RP11-3D4.2	HsaINT1034307	chr15:33859095-33864756	5662	chr15:33864757-33864825=33858602-33859094:-	IR	HeLa_FRT_B	25	N	S1	TAF2dIDR
